"Laufende
Nummer";"Regional-
schlüssel";"Gemeinde-
schlüsselnr.";"Vgem-
schlüssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
1626;9674139;139;613;Gädheim;9.578;43.13;5.15;5.79;82.3;66.93;616.2;143.01;40.27;21.95;137.01;1085;1237;1291;662;18.986175115;4.365400162;113.256784969;134.759916493;75;104;40;91;71;303;359;248;8;13;15;7;6;75;101;74;83;18;50;42;29;0;0;0;0;0;0;0;0;0;0;0;49;30;19;4;•;•;•;0;13;33;67.3469387755102;545;529;97.0642201834862;-496;0;1;2;2;3;4;12;12;196;•;1756;0;5;8;0;0;0;1255;99.8;1256;99.8;1256;99.8;•;98.2;0;0;0;1;1;1;0;0;3;0;2;1;396;581;12;194;375;3156;•;•;•;3;3;0;4;0;0;0;0;0;3;•;643;18828.236;29281.8600311042;2603.478;4048.95489891135;721;590.016366612112;17943;24886.2690707351;758.014;14.973;64.016;35.08;641.83;350;350.005467469;349.996118916;597.802839117;105.449526814;603.730283912;363.101335428;353.837411208
1627;9674147;147;;Haßfurt, St;52.6858;500.26;42.16;73.58;329.17;297.8;2838.61;1218.79;102.65;163.36;948.65;11121;13041;13277;6531;19.386745796;1.809677172;211.064718163;251.983298539;758;1077;454;1015;778;3374;3177;2644;109;137;158;140;-3;774;869;732;711;158;570;529;339;2;710;63;1;659;40;1;1274;87;1;1199;7553;3360;4193;247;•;2946;1299;•;2301;5296;70.1178339732557;5353;3098;57.874089295722;2198;6;7;16;10;6;4;49;43;356;97;586;318;102;103;14;2498;92267;13087;99.9;13047;99.6;13047;99.6;695;115.6;14;148;17;53;38;34;2;2;72;22;9;41;3550;6340;476;2556;3308;31284;283;17011;30899;63;54;9;58;2;173;142;139;69;179;631;6639;194367.34;29276.5988853743;29019.865;4371.11989757494;7060;528.878567682973;169881;24062.4645892351;15232.758;46.485;1320.43;6908.003;6935.674;300;300.000227199;319.999969938;1155.835647621;890.887700129;1295.164883527;88.535121134;94.831491502
1628;9674149;149;612;Hofheim i.UFr., St;56.3551;244.55;20.7;50.83;331.51;331.51;3229.48;1647.11;17.8;93.53;650.57;5007;5111;5143;2552;2.716197324;0.626100567;88.839602555;91.252661462;264;439;181;395;317;1274;1194;1079;55;47;73;64;-17;314;330;282;264;66;242;203;126;2;506;43;1;361;26;0;0;0;0;0;2141;1251;890;44;28;1158;350;118;487;1474;68.8463334890238;1992;1325;66.5160642570281;149;2;10;17;19;16;9;73;71;1242;358;10319;212;32;42;7;1028;36669;5079;99.6;5044;98.9;4853;95.2;538;132.2;4;16;9;11;10;9;0;1;27;2;5;20;1513;2297;105;650;1542;12839;306;13850;29055;28;23;5;28;2;103;103;120;27;46;36;2478;74110.827;29907.5169491525;10603.762;4279.1614205004;2633;529.352633695215;61644;23412.0774781618;4338.821;60.226;430.873;1330.941;2503.541;300.00498132;300.000696262;299.99982118;850.582434817;533.74279553;956.565183297;215.335302225;227.091480173
1629;9674153;153;612;Riedbach;31.6874;79.27;5.16;17.59;185.27;185.27;1514.08;1306.76;6.63;53.98;289.5;1724;1750;1735;879;0.638051044;-0.857142857;54.402019565;54.749132218;104;145;69;127;88;473;418;311;18;11;15;22;-11;61;74;94;84;-10;71;66;48;0;0;0;0;0;0;0;0;0;0;0;78;47;31;•;•;28;22;8;•;48;61.5384615384615;742;712;95.9568733153639;-664;1;13;15;9;1;3;42;41;164;•;654;206;7;10;0;0;0;1768;100;1768;100;1768;100;95;108.5;3;18;4;6;3;2;1;0;6;1;0;5;569;721;14;169;538;4263;•;•;•;3;3;0;3;0;0;0;0;•;7;4;913;23455.654;25690.7491785323;2920.635;3198.9430449069;1007;597.626112759644;22775;22616.6832174777;940.657;23.603;63.406;85.618;763.8;299.98729029;300.004731488;300.002557872;538.749713631;146.289232532;565.60882016;342.828667413;413.870159453
1630;9674159;159;;Oberaurach;45.1389;191.6;15.27;27.76;186.6;186.6;1683.11;2325.71;29.42;54.42;413.62;3901;4010;3971;1996;1.794411689;-0.972568579;86.420026584;87.970757643;210;309;157;290;231;1092;973;709;44;30;33;43;-13;187;160;183;221;-61;174;131;74;1;100;6;0;0;0;0;0;0;0;0;558;359;199;23;•;372;92;•;68;330;59.1397849462366;1666;1439;86.374549819928;-1109;3;9;13;10;1;3;39;36;288;54;1225;827;24;31;2;•;•;4011;100;3982;99.2;3982;99.2;171;112.7;5;32;10;22;9;9;0;0;11;0;3;8;1268;1807;74;569;1164;9796;59;2297;4198;11;8;3;8;0;0;0;0;•;22;11;1999;55940.404;27984.1940970485;7451.562;3727.64482241121;2160;504.084014002334;49442;22889.8148148148;2486.576;29.134;187.204;542.735;1717.065;300.010297601;300.001602538;320.000629332;622.733784122;277.820185324;665.481843226;386.588235294;414.012360939
1631;9674160;160;610;Kirchlauter;16.9136;64.36;10.52;10.58;78.68;78.68;882.45;605.86;7.52;31.39;159.55;1391;1390;1318;668;-5.248023005;-5.179856115;82.259018332;77.942046127;57;112;41;95;65;338;348;262;3;3;12;13;-10;46;31;52;35;-4;69;61;35;1;81;4;0;0;0;0;0;0;0;0;94;56;38;3;•;37;25;•;20;51;54.2553191489362;534;491;91.9475655430712;-440;0;9;5;4;0;1;19;19;47;13;111;24;17;17;0;0;0;1356;100;1340;98.8;1309;96.5;96;115.2;0;0;1;5;3;2;1;0;7;0;2;5;439;608;3;177;428;3493;0;0;0;8;8;0;8;0;0;0;0;0;7;4;729;18220.316;24993.5747599451;2317.991;3179.68587105624;787;569.876900796524;16942;21527.3189326556;765.233;12.919;60.08;147.699;542.983;300.023223409;299.995006741;299.998414234;577.534339623;248.180377358;626.670943396;396.775055679;415.27027027
1632;9674163;163;;Knetzgau;61.5859;302.82;21.66;36.28;338.6;338.56;2935.9;2300.4;94.91;128.02;701.07;5544;6378;6396;3225;15.367965368;0.282220132;90.014612762;103.848027277;341;566;206;546;369;1682;1575;1111;60;58;44;68;-10;254;388;310;355;33;310;236;160;2;320;26;0;0;0;0;0;0;0;0;1672;1138;534;101;•;899;426;•;180;1141;68.2416267942584;2656;2127;80.0828313253012;-986;9;17;14;13;4;13;70;61;1731;592;2928;68;54;31;5;812;30733;6410;100;6350;99.1;6350;99.1;1065;136.3;8;77;14;17;15;12;1;2;28;1;2;25;1971;2780;108;813;1859;15180;•;•;•;27;18;9;28;0;0;0;0;3;22;5;3083;88609.13;28741.2033733376;11751.433;3811.68764190723;3332;524.972427918702;79489;23856.2424969988;4969.68;57.25;480.913;1359.681;3057.966;319.993292717;320.000665402;320.000036947;775.543071161;417.233302122;836.309769039;244.927970065;280.262943207
1633;9674164;164;;Königsberg i.Bay., St;61.8968;206.51;25.75;28.6;301.97;301.97;3246.82;2247.04;18.73;114.26;565.06;3757;3703;3596;1779;-4.285334043;-2.889549014;60.694668821;58.093699515;158;286;126;304;211;876;902;733;31;23;38;38;-15;154;150;184;167;-17;144;150;70;1;106;8;0;0;0;0;0;0;0;0;1946;1376;570;32;•;1690;•;67;135;1546;79.4450154162384;1457;1057;72.5463280713795;489;1;10;31;20;10;9;81;80;946;•;4945;554;35;28;5;1573;65617;3642;99.1;3516;95.6;3516;95.6;•;122.6;4;25;7;12;10;8;2;0;16;0;5;11;1199;1740;89;550;1101;9692;120;5029;10595;12;11;1;15;0;0;0;0;4;27;9;1903;53306.361;28011.7503941145;7433.493;3906.19705727798;2041;558.107738583539;47386;23217.0504654581;3752.032;69.362;366.806;1309.222;1999.336;349.994954082;349.99904582;349.99988964;1042.231111111;603.71;1082.276111111;180.872032742;141.637265711
1634;9674171;171;;Maroldsweisach, M;71.87;216.21;80.96;29.98;304.73;304.73;2890.17;3533.29;19.69;111.97;585.77;3956;3523;3339;1656;-15.596562184;-5.222821459;55.043829136;46.458884096;157;261;116;232;158;803;864;748;27;27;55;42;-15;151;174;142;216;-42;99;108;64;2;259;17;0;0;0;0;0;0;0;0;1041;552;489;7;•;539;109;•;350;681;65.4178674351585;1366;1006;73.6456808199122;-325;5;10;21;15;10;6;67;62;2157;711;1708;•;7;8;5;433;17189;3372;98.3;3267;95.2;3267;95.2;148;106.4;6;33;5;6;2;1;0;1;4;0;0;4;1083;1536;43;437;1056;8966;298;10884;36590;15;11;4;19;2;59;54;65;25;37;88;1673;43255.523;25855.0645546922;5174.933;3093.20561864913;1837;513.989927252378;39179;21327.7082199238;2232.502;54.375;191.059;551.172;1428.608;300;300.001570204;349.999742524;666.617497761;309.690056733;697.896984174;370.008784773;350.361601885
1635;9674180;180;613;Theres;30.7816;102.59;8.47;16.51;193.63;180.42;1449.15;1143.51;105.97;58.33;321.76;2375;2696;2718;1358;14.442105263;0.816023739;77.160493827;88.304093567;131;208;82;213;175;678;699;532;18;25;26;14;11;197;184;132;175;9;124;88;57;2;266;23;0;0;0;0;0;0;0;0;346;241;105;12;•;228;40;•;65;268;77.4566473988439;1111;1033;92.979297929793;-765;0;2;5;8;5;2;22;22;332;50;1482;0;14;16;2;•;•;2662;100;2602;97.7;2602;97.7;903;107;4;112;1;1;5;5;0;0;7;0;1;6;822;1251;48;415;788;6722;•;•;•;18;16;2;19;0;0;0;0;•;8;•;1368;43203.581;31581.5650584795;6528.343;4772.18055555556;1514;564.504101416853;36637;24198.8110964333;1668.94;23.689;143.255;166.259;1329.29;300.01266464;299.997905847;300.001302932;615.617853191;184.305791221;651.033198082;328.52990159;337.289366432
1636;9674184;184;611;Pfarrweisach;28.4389;84.68;4.09;7.75;133.19;133.19;1539.99;1018.64;7.2;48.35;231.1;1595;1511;1487;748;-6.771159875;-1.588352085;56.082981716;52.285513361;84;122;60;111;73;373;371;293;9;17;23;17;0;37;59;58;54;5;62;57;39;0;0;0;0;0;0;0;0;0;0;0;118;68;50;5;•;42;36;•;36;78;66.1016949152542;631;591;93.6608557844691;-513;3;9;15;6;7;2;42;39;609;221;4477;191;5;4;0;0;0;1526;100;1503;98.5;1503;98.5;107;100.5;1;•;2;0;1;1;0;0;1;0;0;1;456;631;14;188;429;3682;•;•;•;8;7;1;9;0;0;0;0;0;•;4;777;19627.436;25260.5353925354;2316.373;2981.17503217503;876;565.526145900581;18844;21511.4155251142;793.587;30.763;78.25;60.457;620.48;350.017066788;350.002236436;319.995686711;535.845374747;149.220796759;548.89061445;398.122610415;423.368421053
1637;9674187;187;;Rauhenebrach;61.1014;161.49;9.17;19.46;236.35;236.35;2321.35;3218.13;36.45;107.74;426.63;3078;3020;2947;1525;-4.256010396;-2.417218543;50.376432079;48.232405892;149;255;116;238;145;738;748;558;24;22;30;28;-6;87;156;99;114;42;124;107;66;1;88;5;0;0;0;0;0;0;0;0;329;164;165;27;•;105;127;•;75;180;54.7112462006079;1212;1063;87.7062706270627;-883;2;14;9;9;5;8;47;45;1560;680;368;379;11;11;1;•;•;2918;99.6;2908;99.3;2908;99.3;147;117.4;5;16;2;4;2;2;0;0;4;0;-1;5;895;1251;28;310;913;7192;42;2022;3356;6;5;1;5;0;0;0;0;•;8;6;1444;38308.715;26529.5810249307;4676.686;3238.70221606648;1554;521.651560926485;34123;21958.1724581725;1599.096;54.056;132.533;259.743;1147.353;430.005568372;319.996619746;300;544.836797274;220.323679727;578.973424191;375.086377603;392.739264857
1638;9674190;190;611;Rentweinsdorf, M;24.6228;73.65;41.49;5.33;99.81;93.52;1027.35;1165.97;19.69;28.99;221.26;1361;1553;1561;758;14.695077149;0.515132003;55.280259951;63.403736799;96;142;43;124;81;422;366;287;22;7;7;14;-7;65;69;68;74;-5;62;60;35;0;0;0;0;0;0;0;0;0;0;0;58;30;28;•;•;•;11;6;•;35;60.3448275862069;665;642;96.5413533834587;-607;0;11;14;10;7;5;47;47;997;393;1582;0;10;7;0;0;0;1564;100;1555;99.4;1555;99.4;•;98.1;0;0;3;4;3;2;1;0;5;1;-1;5;465;664;33;175;456;3840;0;0;0;5;2;3;3;0;0;0;0;•;7;•;786;21340.576;27150.8600508906;2758.902;3510.0534351145;889;564.086294416244;20104;22614.1732283464;868.112;23.211;71.495;92.079;679.397;300;299.995803961;299.997450085;552.585614258;169.220878421;585.40547422;383.807815503;412.984106802
1639;9674195;195;;Sand a.Main;12.2921;105.99;10.1;30.54;84.56;84.56;314.66;575.48;81.95;25.93;226.39;2596;3093;3121;1568;20.223420647;0.905269964;211.228641172;253.946297803;155;243;105;256;202;819;770;571;24;31;27;27;4;157;160;135;140;20;113;110;68;0;0;0;0;0;0;0;0;0;0;0;369;225;144;21;14;161;106;20;68;233;63.1436314363144;1340;1204;89.8507462686567;-971;2;3;0;3;1;1;10;8;•;•;•;•;34;19;1;•;•;3074;100;3063;99.6;3063;99.6;•;110.5;2;•;6;13;10;8;0;2;24;1;14;9;920;1358;46;420;892;7469;•;•;•;13;11;2;13;0;0;0;0;•;14;•;1568;44225.294;28204.9068877551;5849.97;3730.84821428572;1661;530.162783274816;39267;23640.5779650813;2072.611;9.413;233.213;450.755;1371.77;350.055782819;350.00150078;350;666.863256113;288.405727156;685.848777349;324.196231319;311.847594446
1640;9674201;201;610;Stettfeld;11.1614;42.37;8.44;3.75;64.72;59.33;389.43;513.86;65.42;28.15;112.38;1024;1171;1145;570;11.81640625;-2.220324509;91.756272401;102.598566308;69;84;42;109;66;300;305;170;16;9;9;9;0;54;58;44;56;2;60;59;33;0;0;0;0;0;0;0;0;0;0;0;127;96;31;•;0;101;8;•;•;92;72.4409448818898;498;463;92.9718875502008;-371;0;2;2;3;0;4;11;11;468;160;172;•;9;8;1;•;•;1127;99.9;1127;99.9;1127;99.9;70;128.8;3;43;1;3;0;0;0;0;0;0;0;0;331;538;23;191;324;2868;•;•;•;5;4;1;4;0;0;0;0;•;•;0;609;16930.689;27800.802955665;2270.383;3728.05090311987;669;555.647840531561;15495;23161.4349775785;828.767;6.762;92.544;218.363;508.423;300;300;300;723.813973799;404.43930131;804.497816594;417.612788632;335.933508311
1641;9674210;210;;Untermerzbach;27.7538;103.33;8.15;22.67;124.98;124.98;1578.77;818.21;23.41;95.86;255.82;1757;1713;1696;866;-3.471826978;-0.992410975;63.315315315;61.117117117;83;122;41;127;99;393;430;401;14;21;16;29;-8;81;105;89;100;5;62;45;26;1;50;2;0;0;0;0;0;0;0;0;1037;715;322;15;•;•;•;5;122;904;87.1745419479267;660;527;79.8484848484848;377;2;3;7;9;8;3;32;30;977;408;2105;•;12;7;1;•;•;1694;98.3;1703;98.8;1703;98.8;76;147.2;1;•;4;5;5;5;0;0;9;0;3;6;570;726;13;153;560;4518;•;•;•;6;6;0;6;1;70;69;32;30;28;43;786;20736.303;26382.0648854962;2611.92;3323.0534351145;853;497.956800934034;19108;22400.937866354;2078.882;24.255;151.525;1091.143;808.324;319.986807388;319.997043419;300;1231.565165877;1173.7257109;1459.754146919;155.714452896;0
1642;9674219;219;613;Wonfurt;17.3655;86.08;24.31;18.46;107.45;107.45;1176.05;279.31;9.42;35.47;237.1;1635;1937;1973;992;20.672782875;1.85854414;94.127806563;113.586643638;88;189;63;176;120;539;470;328;18;20;13;9;11;108;166;99;115;51;73;55;32;0;0;0;0;0;0;0;0;0;0;0;221;148;73;11;•;106;64;•;33;152;68.7782805429864;822;753;91.6058394160584;-601;1;3;9;5;3;2;23;22;•;0;633;•;15;10;2;•;•;1897;99.3;1885;98.6;1885;98.6;•;109.8;3;22;7;8;8;6;0;2;19;3;10;6;604;836;29;246;561;4634;0;0;0;10;8;2;12;0;0;0;0;0;7;•;937;28032.415;29917.1985058698;3779.757;4033.89220917823;1023;530.051813471502;24993;24431.0850439883;1243.966;18.594;118.499;175.61;927.237;300;299.997468354;300;645.880581516;233.284527518;691.589304258;282.343881857;303.727748691
1643;9674221;221;;Zeil a.Main, St;35.7088;206.18;18.72;25.77;202.82;185.2;1245.96;1696.32;92.15;82.96;442.03;5684;5646;5597;2757;-1.530612245;-0.867871059;159.171100532;156.734808177;241;434;163;420;334;1381;1384;1240;44;35;96;77;-42;328;395;301;331;64;173;175;116;2;392;31;0;0;0;0;0;0;0;0;1165;592;573;28;•;426;327;•;306;795;68.2403433476395;2155;1786;82.877030162413;-991;7;5;7;5;6;2;32;25;418;76;•;38;48;43;4;298;9251;5578;99.8;5527;98.9;5527;98.9;•;117.9;2;•;7;8;8;6;2;0;34;26;0;8;1584;2778;238;1071;1469;13474;85;4861;5862;24;19;5;22;1;100;99;96;32;77;55;2827;77816.493;27526.1736823488;10918.995;3862.39653342766;3004;528.87323943662;66652;22187.7496671105;4390.507;23.813;580.786;1259.68;2513.876;349.985302763;349.999698684;360.000146322;778.320687821;390.593866336;797.855167523;323.518485444;343.616143498
1644;9674223;223;612;Ermershausen;9.2114;32.34;2.99;3.89;47.16;47.16;452.6;365.33;1.58;15.25;87.21;611;601;573;296;-6.219312602;-4.65890183;66.340933768;62.214983713;28;58;27;34;18;167;126;115;6;1;3;8;-7;14;14;14;23;-9;33;34;19;0;0;0;0;0;0;0;0;0;0;0;50;19;31;0;0;18;•;•;14;32;64;240;222;92.5;-190;0;2;3;3;1;1;10;10;97;•;494;0;2;3;0;0;0;581;99.3;568;97.1;568;97.1;•;117.9;2;•;1;1;0;0;0;0;0;0;0;0;190;249;7;47;195;1532;0;0;0;3;3;0;3;0;0;0;0;0;•;0;279;6996.397;25076.6917562724;818.383;2933.27240143369;302;487.883683360259;6650;22019.8675496689;289.798;6.699;32.475;26.978;223.083;279.94149603;280.005173306;300.009086779;499.651724138;162.639655172;536.855172414;427.153583618;479.925297114
1645;9675111;111;614;Abtswind, M;12.8138;49.3;13.81;4.52;84.19;84.19;594.66;509.97;4.06;20.87;149.48;681;826;851;429;24.96328928;3.026634383;53.161592506;66.432474629;26;75;23;87;45;231;193;171;3;4;8;8;-4;54;46;43;47;-1;25;23;17;0;0;0;0;0;0;0;0;0;0;0;563;354;209;20;0;•;419;0;•;465;82.5932504440497;384;286;74.4791666666667;179;11;1;1;3;0;2;18;7;•;0;•;0;7;4;3;423;14952;812;97.8;800;96.4;800;96.4;•;151.8;0;0;2;3;0;0;0;0;0;0;0;0;272;381;21;95;265;2155;•;•;•;6;5;1;6;0;0;0;0;0;•;3;420;13565.671;32299.2166666667;2003.798;4770.94761904762;444;550.185873605948;10409;23443.6936936937;1537.357;11.863;87.243;1019.817;417.414;340.011464603;320.005135165;340.000271356;1775.239030023;1732.561200924;1945.334872979;0;0
1646;9675112;112;617;Albertshofen;3.798;82.1;1.75;9.04;29.81;29.8;175.07;49.7;18.66;13.67;123.22;1792;2160;2257;1168;25.948660714;4.490740741;471.578947368;593.947368421;109;164;74;208;181;596;542;383;22;13;21;12;1;262;353;266;308;45;117;119;52;1;84;5;0;0;0;0;0;0;0;0;403;244;159;136;95;127;94;42;45;208;51.6129032258065;1063;868;81.6556914393227;-660;10;2;4;3;0;1;20;10;•;0;0;0;18;19;0;0;0;2214;100;2214;100;2214;100;916;123.7;3;37;5;7;4;3;1;0;5;1;0;4;619;1009;44;415;550;5091;38;2440;5475;5;5;0;5;0;0;0;0;0;14;4;1407;33345.868;23699.9772565743;4873.188;3463.53091684435;1444;734.860050890585;27053;18734.7645429363;1565.827;29.007;126.227;372.523;1034.97;325.008403361;274.998366049;310.000764487;701.221227049;356.967308554;769.368114644;270.120198825;265.12890095
1647;9675113;113;617;Biebelried;22.7285;69.12;2.82;4.36;178.45;178.45;1757.51;216.14;1.13;43.32;255.54;1040;1229;1256;658;20.769230769;2.196908055;45.754509459;55.257369116;80;79;41;101;110;350;284;211;10;14;13;11;3;82;124;120;105;19;43;43;27;0;0;0;0;0;0;0;0;0;0;0;136;89;47;18;16;50;•;•;•;105;77.2058823529412;536;505;94.2164179104478;-400;0;2;5;30;13;5;55;55;2667;727;5084;•;12;3;1;•;•;1251;100;1247;99.7;1247;99.7;•;120.5;3;24;2;3;1;1;0;0;1;0;0;1;324;550;25;173;352;3060;•;•;•;23;19;4;35;0;0;0;0;0;4;3;685;19066.443;27834.2233576642;2561.439;3739.32700729927;681;572.268907563025;15308;22478.7077826725;864.423;48.789;73.831;84.166;655.317;319.990817866;320.002600555;299.997308645;698.805982215;227.163298302;734.856103476;288.429803922;267.296025953
1648;9675114;114;617;Buchbrunn;4.5714;30.02;0.52;5.34;35.86;33.62;369.45;5.95;0.12;9.88;71.91;827;1101;1128;562;36.396614268;2.452316076;180.962800875;246.827133479;51;96;25;108;76;301;264;207;10;7;14;7;0;70;83;73;68;15;44;43;28;2;254;21;0;0;0;0;0;0;0;0;128;37;91;22;•;•;•;•;25;104;81.25;512;489;95.5078125;-385;0;0;3;3;2;2;10;10;146;53;•;0;5;7;0;0;0;1115;100;1115;100;1115;100;•;98.3;0;0;2;3;2;2;0;0;2;0;0;2;322;507;14;185;308;2647;0;0;0;4;4;0;5;0;0;0;0;•;•;3;591;17399.152;29440.1895093063;2459.448;4161.50253807107;653;627.281460134486;15971;24457.886676876;702.307;9.952;60.543;59.915;569.862;329.973474801;330.006540935;319.993460847;622.612588652;92.370567376;633.330673759;336.553571429;232.725965858
1649;9675116;116;614;Castell;22.9167;47.11;1.47;12.62;98.76;98.76;926.14;1160.63;8.05;36.89;160.37;796;814;819;427;2.889447236;0.614250614;34.729493892;35.732984293;47;84;25;59;40;194;195;175;6;10;7;5;5;24;46;33;49;-3;40;33;25;0;0;0;0;0;0;0;0;0;0;0;143;65;78;16;•;8;•;•;•;118;82.5174825174825;294;269;91.4965986394558;-151;13;4;3;12;5;1;38;25;656;263;1285;•;4;4;0;0;0;825;99.2;813;97.7;813;97.7;•;109.6;0;0;3;3;3;3;0;0;3;0;0;3;296;384;17;85;282;2309;•;•;•;4;3;1;4;0;0;0;0;0;•;•;395;12999.587;32910.346835443;1965.256;4975.33164556962;410;495.169082125604;10900;26585.3658536585;501.488;24.506;71.788;15.91;387.156;399.967357598;400;319.994472848;610.082725061;143.00973236;605.184914842;349.475211608;356.259485924
1650;9675117;117;;Dettelbach, St;60.9448;329.4;38.95;94.58;388.96;358.04;4659.77;294.79;124.69;163.34;843.41;6174;6920;6968;3481;12.860382248;0.693641618;101.312766656;114.341975714;373;551;204;547;404;1845;1571;1473;60;68;69;95;-27;460;440;382;393;47;286;273;158;2;285;24;1;418;28;0;0;0;0;0;1918;1132;786;187;33;578;771;226;310;1428;74.4525547445255;2868;2378;82.9149232914923;-950;25;11;30;46;18;6;136;111;1350;512;19629;658;61;64;4;153;4723;6871;99.7;6790;98.6;6790;98.6;16;117.2;4;33;14;36;8;8;0;0;10;0;3;7;2041;3243;181;1152;1910;16840;304;39374;63550;37;30;7;36;2;185;154;99;19;40;40;3337;101938.802;30548.0377584657;14318.584;4290.85525921486;3495;501.65063872542;87654;25079.8283261803;6603.187;140.206;774.184;2192.911;3485.331;340.000485001;330.000298379;380.000254889;946.42210119;530.083273613;959.311021929;208.170348837;135.488847316
1651;9675127;127;;Geiselwind, M;48.7733;165.24;12.38;98.51;297.56;297.56;2166.84;1950.42;40.83;145.55;568.95;2016;2381;2416;1227;19.841269841;1.469970601;41.336887431;49.53865081;128;227;78;226;153;631;590;383;24;18;20;22;-4;199;261;208;192;69;98;78;53;1;84;6;0;0;0;0;0;0;0;0;686;372;314;125;•;134;373;•;142;357;52.0408163265306;1076;747;69.4237918215613;-390;0;16;28;9;12;3;68;68;1916;644;209;608;25;16;1;•;•;2349;98.2;2342;98;2342;98;140;123.6;6;18;5;7;5;5;0;0;7;0;3;4;694;1003;65;255;683;5808;616;54677;75660;25;16;9;25;0;0;0;0;0;5;5;1154;31697.769;27467.7374350087;4050.638;3510.0849220104;1173;492.857142857143;26989;23008.5251491901;1737.978;36.48;222.099;492.128;980.071;349.995202917;349.999212065;350.00083894;722.952579035;396.006239601;748.089434276;313.193548387;296.369204594
1652;9675131;131;615;Großlangheim, M;14.7692;55.41;1.59;8.87;79.64;74.93;1045.16;237.98;2.75;45.52;145.9;1293;1627;1606;805;24.207269915;-1.290719115;87.542315504;108.733920108;83;127;56;142;129;440;368;261;15;21;11;12;9;87;103;86;110;-7;62;53;24;0;0;0;0;0;0;0;0;0;0;0;251;180;71;21;•;•;15;14;31;213;84.8605577689243;747;709;94.9129852744311;-496;16;5;6;2;5;2;36;20;•;•;816;0;6;21;1;•;•;1603;99.5;1581;98.1;1581;98.1;6;99.1;5;9;6;6;0;0;0;0;4;0;2;2;469;736;33;242;461;3827;•;•;•;5;5;0;6;0;0;0;0;0;5;0;828;23330.208;28176.5797101449;3183.394;3844.67874396135;890;549.382716049383;21313;23947.191011236;929.91;16.19;86.858;71.887;753.474;259.996788181;259.999401323;279.999419684;581.19375;174.875625;630.414375;315.784865541;320.987531172
1653;9675139;139;616;Iphofen, St;78.0588;268.07;44.4;31.14;392.6;368.68;3763.24;3132.27;32.66;141.5;715.8;4046;4481;4584;2282;13.297083539;2.298594064;51.831924161;58.724058417;257;378;163;373;248;1157;1060;948;35;41;32;35;6;243;240;198;202;38;176;163;112;2;301;28;0;0;0;0;0;0;0;0;2851;1834;1017;85;22;2020;335;128;345;2237;78.4636969484392;1862;1248;67.0247046186896;989;27;16;23;31;21;10;128;101;3215;1042;15465;395;36;30;5;•;•;4477;99.4;4438;98.5;4438;98.5;•;159.1;6;37;13;19;14;12;2;0;16;1;3;12;1390;2030;73;627;1330;11398;362;28949;50288;23;18;5;25;1;41;41;37;•;8;9;2270;82686.925;36425.9581497797;15894.087;7001.80044052863;2386;541.903247785601;61278;25682.3134953898;10695.078;107.259;515.506;7217.328;2844.849;300;300.000581954;300.000030698;2330.082352941;2835.005446623;2898.069281046;0;0
