"Laufende
Nummer";"Regional-
schlьssel";"Gemeinde-
schlьsselnr.";"Vgem-
schlьssel";Bezeichnung;Spalte001;Spalte002;Spalte003;Spalte004;Spalte005;Spalte006;Spalte007;Spalte008;Spalte009;Spalte010;Spalte011;Spalte012;Spalte013;Spalte014;Spalte015;Spalte016;Spalte017;Spalte018;Spalte019;Spalte020;Spalte021;Spalte022;Spalte023;Spalte024;Spalte025;Spalte026;Spalte027;Spalte028;Spalte029;Spalte030;Spalte031;Spalte032;Spalte033;Spalte034;Spalte035;Spalte036;Spalte037;Spalte038;Spalte039;Spalte040;Spalte041;Spalte042;Spalte043;Spalte044;Spalte045;Spalte046;Spalte047;Spalte048;Spalte049;Spalte050;Spalte051;Spalte052;Spalte053;Spalte054;Spalte055;Spalte056;Spalte057;Spalte058;Spalte059;Spalte060;Spalte061;Spalte062;Spalte063;Spalte064;Spalte065;Spalte066;Spalte067;Spalte068;Spalte069;Spalte070;Spalte071;Spalte072;Spalte073;Spalte074;Spalte075;Spalte076;Spalte077;Spalte078;Spalte079;Spalte080;Spalte081;Spalte082;Spalte083;Spalte084;Spalte085;Spalte086;Spalte087;Spalte088;Spalte089;Spalte090;Spalte091;Spalte092;Spalte093;Spalte094;Spalte095;Spalte096;Spalte097;Spalte098;Spalte099;Spalte100;Spalte101;Spalte102;Spalte103;Spalte104;Spalte105;Spalte106;Spalte107;Spalte108;Spalte109;Spalte110;Spalte111;Spalte112;Spalte113;Spalte114;Spalte115;Spalte116;Spalte117;Spalte118;Spalte119;Spalte120;Spalte121;Spalte122;Spalte123;Spalte124;Spalte125;Spalte126;Spalte127;Spalte128;Spalte129;Spalte130;Spalte131;Spalte132;Spalte133;Spalte134;Spalte135;Spalte136;Spalte137;Spalte138;Spalte139;Spalte140;Spalte141;Spalte142;Spalte143;Spalte144;Spalte145
2040;9777168;168;756;Rьckholz;17,2224;14,75;6,09;3,99;41,41;41,41;1234,69;279,52;62,45;1,81;103,97;726;789;855;452;17,76859504;8,365019011;42,16027875;49,65156794;61;63;13;59;55;238;204;162;12;9;4;6;3;43;45;31;58;-13;27;23;16;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;299;160;139;37;5;186;Х;Х;Х;239;79,93311037;354;294;83,05084746;-55;1;5;21;24;5;0;56;55;2702;1482;Х;Х;6;4;2;Х;Х;718;85,2;506;60;506;60,02372479;66;137;2;Х;2;5;6;4;1;1;14;1;6;7;252;432;28;167;237;2199;215;7394;30613;8;7;1;9;0;0;0;0;Х;6;5;425;15322,824;36053,70353;2197,418;5170,395294;413;504,2735043;12008;29075,06053;734,274;32,274;89,211;161,626;439,08;350,0054224;324,9945355;324,9984098;850,838934;434,4078795;893,6593279;258,7578216;276,9666283
2041;9777169;169;;Schwangau;75,997;82,86;23,35;58,13;128,14;128,13;1623,11;2774,73;1471,1;697,96;333,41;3075;3083;3268;1608;6,276422764;6,000648719;40,46052632;43;134;234;111;257;201;795;743;793;18;28;26;37;-9;367;418;361;368;50;120;98;72;Ц;Ц;Ц;Ц;Ц;Ц;1;702;60;Ц;Ц;1631;661;970;504;7;122;944;53;505;1036;63,5193133;1331;742;55,74755823;294;0;6;13;15;3;0;37;37;1073;511;Х;Ц;31;34;Ц;Ц;Ц;3282;99,9;3279;99,8;3279;99,8173516;1851;141,5;7;48;3;4;6;3;1;2;21;3;10;8;884;1945;243;957;745;8616;2905;210284;690864;42;38;4;47;0;0;0;0;5;11;7;1749;69286,909;39615,15666;12001,842;6862,116638;1683;527,9171895;45858;27247,77184;4864,389;19,427;663,084;1473,925;1923,57;299,9845584;349,9992082;320,0001431;1465,618861;1018,004519;1367,663453;17,75956613;Ц
2042;9777170;170;756;Seeg;50,0367;51,97;11,37;6,68;166,23;157,49;3320,85;1151;51,48;3,83;327,25;2276;2797;2945;1467;29,39367311;5,291383625;45,48361311;58,85291767;191;271;106;252;195;720;694;516;30;32;27;36;-4;144;152;124;148;4;157;148;106;1;115;7;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;564;268;296;42;9;179;115;90;171;292;51,77304965;1194;922;77,21943049;-630;4;14;38;59;9;0;124;120;6066;3392;34;Ц;17;16;1;Х;Х;2937;99,5;2502;84,8;2502;84,75609756;1065;135,8;3;28;15;17;10;8;1;1;16;1;3;12;759;1284;98;472;714;6539;242;7306;31642;14;11;3;15;1;60;59;60;5;11;19;1463;53287,374;36423,35885;8182,932;5593,254956;1473;511,2808053;41023;27849,96606;2514,668;84,921;297,498;585,723;1500,138;369,9939003;369,9993781;319,9993286;851,8523035;435,6924119;883,9678184;233,8875339;273,5854643
2043;9777171;171;772;Stцtten a.Auerberg;40,7314;40,99;10,94;3,29;101,77;101,78;2406,41;1350,6;29,75;14,98;228,63;1748;1834;1865;937;6,693363844;1,690294438;42,91676897;45,78934446;120;159;48;167;119;448;464;340;17;26;12;14;12;67;83;102;66;17;80;69;41;1;99;4;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;159;97;62;9;5;60;47;16;30;82;51,57232704;788;711;90,2284264;-629;0;16;32;35;6;0;89;89;4062;2155;Ц;Х;10;9;Ц;Ц;Ц;1849;99,9;1629;88,1;1624;87,78378378;Ц;137,4;7;32;7;13;7;7;Ц;Ц;9;1;Ц;8;613;810;29;209;572;4605;Ц;Ц;Ц;9;7;2;9;0;0;0;0;3;8;7;896;31330,107;34966,63728;4511,872;5035,571429;905;492,91939;26000;28729,28177;1297,593;64,101;125,049;243,656;857,04;400,0062402;350,0027989;300;696,8813104;314,877551;737,7851772;338,4296455;311,9914758
2044;9777172;172;751;Stцttwang;19,796;41,34;5,72;4,96;59,64;59,64;1203,05;592,9;7,33;5,1;161,88;1350;1848;1813;906;34,2962963;-1,893939394;68,18181818;91,56565657;80;137;69;178;127;445;447;330;14;18;10;9;9;131;144;131;125;19;71;53;37;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;157;86;71;20;7;84;21;24;21;100;63,69426752;766;709;92,55874674;-609;1;5;7;12;9;0;34;33;2810;Х;Ц;Х;24;20;1;Х;Х;1780;100;1734;97,4;1734;97,41573034;831;138,1;1;Х;3;6;8;6;1;1;12;Ц;5;7;579;778;26;187;565;4400;Ц;Ц;Ц;7;5;2;6;0;0;0;0;Х;3;5;907;34004,997;37491,72767;5519,895;6085,882029;942;522,172949;28086;29815,28662;1279,304;28,719;131,291;92,969;1022,025;399,9860724;349,9973342;300,0022744;703,6875688;185,1479648;725,9009901;303,4521452;325,452368
2045;9777173;173;;Halblech;125,4265;88,51;31,16;12,58;226,87;226,87;3248,69;6677,57;368,33;1153,8;439,61;3115;3412;3490;1722;12,03852327;2,286049238;24,83456908;27,82428446;187;279;103;245;171;847;832;826;30;28;30;28;0;202;220;207;196;24;155;108;83;1;119;8;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1268;869;399;87;25;941;Х;Х;159;739;58,2807571;1356;828;61,0619469;-89;2;14;26;34;9;1;86;84;4268;2037;17;Ц;21;26;6;801;35111;3459;98,8;3382;96,6;3382;96,57338664;427;136,7;7;82;9;20;12;10;1;1;24;2;11;11;1122;1757;145;616;996;8939;618;32230;101898;26;21;5;24;0;0;0;0;3;16;9;1759;68688,906;39049,97499;11476,816;6524,625355;1734;497,8466839;45495;26237,02422;3670,229;53,155;477,242;1085,341;1963,098;300,005644;299,9993714;320,0002352;1052,244553;652,2789564;1136,198108;42,33142202;159,2726231
2046;9777175;175;755;Unterthingau, M;45,2758;58,65;27,6;7,67;130,19;124,67;2676,66;1465,71;41,95;4;300,82;2354;2740;2889;1464;22,72727273;5,437956204;51,98763251;63,80300353;205;280;96;234;176;736;657;505;36;36;24;18;18;176;153;120;138;15;131;110;87;2;265;17;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;563;352;211;42;8;342;107;27;79;412;73,17939609;1216;1065;87,58223684;-653;6;9;20;27;16;1;79;73;4786;2145;Х;66;33;20;4;243;8586;2790;98,7;2437;86,2;2437;86,17397454;749;137,1;4;23;6;12;14;12;2;Ц;17;3;3;11;828;1230;44;339;847;6867;70;1783;7046;18;17;1;29;0;0;0;0;Х;6;7;1453;53088,308;36537,03235;8164,485;5619,053682;1497;536,7515238;43218;28869,73948;2797,586;66,263;289,847;855,334;1577,043;369,9983249;370,0001277;300;984,0260288;655,1751671;1089,245867;163,5736898;111,3110647
2047;9777176;176;754;Untrasried;25,7515;33,57;3,3;4,57;64,52;64,51;1873,69;517,92;4,44;0,43;163,39;1231;1521;1584;808;28,67587327;4,142011834;47,80582524;61,51456311;108;143;53;123;82;419;372;284;19;20;8;16;4;58;70;71;58;12;66;58;43;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;168;95;73;8;6;123;14;Х;Х;113;67,26190476;644;589;91,45962733;-476;2;8;12;18;10;2;52;50;3567;1865;8;Х;10;11;2;Х;Х;1414;90,6;1171;75,1;1171;75,06410256;20;137,2;2;Х;3;4;4;3;1;Ц;7;1;Ц;6;480;673;21;156;496;3766;Х;Х;Х;3;3;Ц;5;0;0;0;0;8;14;19;778;29635,812;38092,30334;4679,416;6014,673522;773;506,5530799;22538;29156,53299;1294,147;56,101;111,794;310,973;813,692;400,0071301;380,0061185;299,9992538;827,4597187;425,3164962;887,3446292;264,5012788;270,0328698
2048;9777177;177;748;Waal, M;27,9498;56,65;14,02;8,39;81,86;81,86;1763,81;774,59;21,84;5,33;211,23;1784;2180;2291;1163;28,41928251;5,091743119;63,82826476;81,96779964;118;236;77;169;83;602;516;490;14;20;40;35;-15;155;166;134;104;62;115;114;75;1;90;4;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;357;187;170;28;9;169;39;33;107;244;68,34733894;870;757;87,01149425;-513;0;10;7;18;10;0;45;45;2770;1500;Х;Х;31;23;2;Х;Х;2229;100;2206;99;2206;98,96814715;Ц;137,3;3;31;9;23;12;8;4;Ц;18;3;0;15;753;981;21;242;718;5669;Ц;Ц;Ц;11;9;2;18;1;70;70;66;4;8;22;1074;41716,133;38841,83706;6720,662;6257,599628;1119;503,147482;33113;29591,59964;1859,736;50,857;189,442;397,978;1211,509;400,0078653;399,9957771;320,0001222;818,1856577;370,3550374;848,0470744;266,9458865;294,9128739
2049;9777179;179;756;Wald;17,9427;24,26;8,55;3,68;44,41;44,41;1237,09;406,68;23,02;0,13;116,24;946;1089;1129;585;19,34460888;3,673094582;52,73132664;62,93199554;67;115;47;83;58;327;235;197;11;12;8;7;5;45;37;79;48;-11;43;41;30;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;160;102;58;13;Х;Х;Х;Х;Х;94;58,75;476;410;86,13445378;-316;0;6;21;19;1;0;47;47;2029;1125;Х;58;4;5;1;Х;Х;1142;100;705;61,7;705;61,73380035;161;136,4;1;Х;4;9;3;3;Ц;Ц;7;-2;4;5;340;478;16;124;338;2695;Х;Х;Х;2;1;1;1;0;0;0;0;Ц;4;Х;527;19359,824;36735,90892;2849,777;5407,54649;547;496,8210718;16551;30257,76965;1018,497;28,235;73,451;333,995;576,411;350,0061981;299,9959157;319,9998414;910,1849866;532,2815013;985,1456658;246,3806971;187,1709477
2050;9777182;182;751;Westendorf;11,9287;47,24;20,2;0,43;46,31;46,32;893,6;118,09;4,29;2,22;147,52;1389;1826;1804;908;29,87760979;-1,204819277;116,4291702;151,2154233;90;158;63;177;98;448;428;342;15;16;14;18;-2;164;158;196;175;-17;67;53;35;1;242;15;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;406;281;125;66;Х;223;62;Х;76;311;76,60098522;791;696;87,98988622;-385;0;4;2;9;5;0;20;20;1286;677;73;Ц;20;23;2;Х;Х;1853;100;1853;100;1853;100;Ц;137,1;5;55;2;4;9;7;2;Ц;12;Ц;3;9;582;771;22;187;562;4410;Х;Х;Х;3;1;2;1;0;0;0;0;Х;5;4;886;36601,893;41311,39165;6218,649;7018,791196;947;510,237069;28184;29761,35164;1588,702;23,571;150,063;334,212;1076,856;399,9830307;350,0011662;319,9995415;882,6122222;376,6005556;927,8911111;175,4666667;261,1860078
2051;9777183;183;772;Rettenbach a.Auerberg;12,8753;16,85;11,8;2,14;38,23;38,23;666,01;493,97;6,49;2,35;96,65;576;799;861;459;49,47916667;7,759699625;44,72049689;66,84782609;47;76;32;94;53;227;204;128;8;12;4;6;6;53;39;40;29;10;50;34;19;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;336;223;113;12;Х;Х;37;Х;Х;263;78,27380952;361;288;79,77839335;-25;0;5;14;10;1;0;30;30;1181;Х;Ц;Х;7;4;2;Х;Х;839;100;819;97,6;748;89,15375447;170;136,8;2;Х;5;12;2;1;1;Ц;3;1;Ц;2;251;323;5;93;225;1834;Х;Х;Х;1;Ц;1;Ц;0;0;0;0;29;32;45;382;16146,419;42268,11257;3109,488;8140,020942;395;473,6211031;11753;29754,43038;846,313;16,422;116,222;365,219;343,57;330,0241158;329,9980124;230,0003751;993,3251174;1118,056338;1374,254695;117;Ц
2052;9778111;111;764;Amberg;10,9591;40,85;26,36;2,23;49,83;49,39;797,56;84,4;3,84;53,89;136,08;994;1437;1454;728;46,277666;1,183020181;90,69343066;132,6642336;83;135;50;121;54;405;368;238;16;12;14;10;2;149;119;135;105;14;90;78;40;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;144;91;53;48;Ц;40;Х;10;Х;99;68,75;660;615;93,18181818;-516;1;1;2;10;0;1;15;14;513;206;Х;Ц;14;13;Ц;Ц;Ц;1467;99,9;1465;99,8;1465;99,79564033;Ц;117,3;2;Х;5;8;4;4;Ц;Ц;4;Ц;Ц;4;490;629;6;148;475;3577;Ц;Ц;Ц;3;3;Ц;3;0;0;0;0;Ц;Х;Х;762;28858,965;37872,65748;4997,216;6558,026247;820;579,5053004;24379;29730,4878;1075,219;13,334;124,975;32,435;899,901;319,9904008;319,9974395;320,0015651;732,937287;179,5235174;759,3122018;164,2426721;96,61249161
2053;9778113;113;766;Apfeltrach;15,0135;25,81;8,69;1,33;66,93;66,93;1070,48;255,46;6,02;20,72;134,18;842;916;930;469;10,45130641;1,528384279;56,09593604;61,9586942;63;78;40;86;55;241;199;168;12;16;6;8;8;88;65;96;60;5;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;70;54;16;4;Ц;57;Х;Х;Ц;57;81,42857143;398;385;96,73366834;-328;4;1;7;7;8;1;28;24;2431;Х;Х;Х;8;5;1;Х;Х;910;99,1;566;61,7;284;30,93681917;106;144,1;3;17;2;2;2;2;Ц;Ц;4;Ц;1;3;341;422;11;97;314;2470;Х;Х;Х;9;9;Ц;20;0;0;0;0;Х;3;Х;486;17453,471;35912,49177;2275,624;4682,353909;487;529,3478261;13421;27558,52156;677,956;22,054;54,126;106,73;493,376;319,9941962;310;310,0030912;732,1339093;295,7904968;781,4028078;322,0302376;375,5816435
2054;9778115;115;758;Babenhausen, M;27,2347;121,57;50,58;20,74;136,43;136,43;1435,27;747,66;41,31;41,12;404,27;4630;5214;5593;2844;20,79913607;7,268891446;170,0330518;205,3984576;326;481;188;486;376;1439;1215;1082;57;45;52;57;-12;374;431;347;341;90;241;211;145;2;701;50;1;517;37;Ц;Ц;Ц;Ц;Ц;2469;1507;962;242;Х;1447;443;226;Х;1627;65,89712434;2359;1519;64,39169139;108;3;3;8;12;9;1;36;33;2952;1267;Х;Х;54;49;8;1244;50497;5443;99,4;5377;98,2;5377;98,22798685;Ц;142,1;9;155;18;34;13;12;1;Ц;14;1;4;9;1585;2585;159;913;1513;13484;Х;7298;19260;25;19;6;19;0;0;0;0;10;35;57;2759;107630,131;39010,55854;18946,211;6867,057267;2837;528,3054004;81491;28724,35671;7052,719;30,958;644,663;3031,592;3329,38;330,0074619;330,0007167;300;1256,945108;994,9513456;1444,296382;Ц;Ц
2055;9778116;116;;Bad Wцrishofen, St;57,7913;248,17;114,21;84,26;329,31;313,07;3439,81;1156,48;105,95;51,6;920,73;12195;13977;15922;7539;30,56170562;13,91571868;211,0226683;275,5147949;712;926;391;1120;895;3369;3156;5353;126;105;212;200;-95;1722;1725;1349;1443;282;519;474;302;2;566;34;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;5782;2620;3162;849;23;1778;2037;707;1237;3696;63,92251816;5659;3577;63,20904753;119;3;7;21;35;19;2;87;84;5468;2529;Х;Х;183;206;11;709;23148;15628;99,9;15451;98,8;15451;98,7915601;57;142,1;21;217;28;155;41;28;3;10;131;39;41;51;3549;8642;1338;4117;3187;37012;3765;145449;672122;65;49;16;57;2;161;108;67;18;100;74;7939;329856,184;41548,83285;57008,581;7180,826427;7412;497,5164452;190587;25713,30275;15105,408;79,788;2448,006;4907,527;7502,798;330,0024816;330;239,9999936;954,9505627;930,925275;1239,302187;159,4583386;191,8504814
2056;9778118;118;765;Benningen;11,1693;46,78;28,02;13,37;54,65;52,27;681,43;158,1;5,4;12,26;193,14;1761;2048;1999;985;13,51504827;-2,392578125;157,6544315;178,961504;98;180;53;159;119;463;519;408;22;17;15;16;1;108;118;145;148;-30;75;73;46;1;118;6;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;751;585;166;75;Ц;590;107;19;35;669;89,08122503;955;873;91,41361257;-204;1;1;4;6;3;1;16;15;1184;Х;Х;Х;18;13;1;Х;Х;2039;100;1979;97,1;1979;97,05738107;3168;127,3;2;Х;10;14;3;2;Ц;1;9;4;1;4;657;974;43;332;599;4990;Ц;Ц;Ц;12;9;3;11;0;0;0;0;Х;7;10;1059;36420,114;34391,04249;5963,049;5630,830028;1123;548,8758553;32380;28833,48175;2652,831;15,307;229,005;1172,721;1233,443;300,0196002;320,0002795;280,0001197;1314,584242;1385,636274;1650,70664;0,719524281;Ц
2057;9778119;119;757;Bцhen;20,5473;15,81;7,96;2,06;49,09;49,09;1387,21;523,4;7,23;6,84;117,89;731;740;772;422;5,60875513;4,324324324;35,57177616;37,56690998;52;79;25;73;51;191;160;141;6;13;6;8;5;48;37;21;38;-1;25;22;18;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;125;97;28;37;6;Х;16;Х;7;72;57,6;310;259;83,5483871;-187;0;4;6;30;5;1;46;46;3891;Х;Ц;Ц;4;2;2;Х;Х;703;92,9;443;58,5;443;58,52047556;115;143,8;1;Х;Ц;Ц;3;3;Ц;Ц;5;Ц;0;5;253;326;9;66;251;1932;Х;Х;Х;3;3;Ц;5;0;0;0;0;Ц;Х;Ц;373;12566,27;33689,7319;1805,265;4839,852547;339;465,6593407;9485;27979,35103;565,297;35,447;52,039;82,893;394,283;349,9901264;350,0067259;329,9971194;727,5379665;270,8030888;752,2380952;278,8828829;375,5098814
2058;9778120;120;761;Boos;17,5948;58,66;5,39;2,76;68,02;68,02;809,15;750,2;8,98;15,66;167,22;1692;1938;1994;986;17,84869976;2,889576883;96,19101762;113,3598636;118;170;70;170;111;485;473;397;20;15;18;12;3;123;127;112;111;16;85;68;46;1;126;8;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;206;115;91;24;Ц;108;Х;Х;54;137;66,50485437;843;774;91,81494662;-637;2;3;6;7;5;0;23;21;1359;705;Ц;Ц;3;16;Ц;Ц;Ц;1970;99,7;1955;98,9;1955;98,93724696;268;142,9;3;13;9;15;11;10;Ц;1;29;5;14;10;686;895;38;200;657;5092;Ц;Ц;Ц;5;4;1;4;0;0;0;0;Х;6;5;964;36760,485;38133,2832;5725,427;5939,239627;1061;545,5012853;32309;30451,46089;1660,814;20,677;152,837;238,776;1241,999;340,0263115;330,0017273;300,0009898;841,7709072;294,2600101;891,1601622;223,9472884;242,0652819
2059;9778121;121;759;Breitenbrunn;41,8858;57,72;25,49;10,93;183,79;177,52;2496,38;1224,24;24,59;49,65;368,94;2081;2346;2340;1188;12,44593945;-0,255754476;49,67772738;55,86058725;145;201;72;201;152;582;519;468;31;25;18;21;4;162;121;144;129;-8;95;78;60;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;232;160;72;20;Х;Х;18;15;34;108;46,55172414;969;845;87,20330237;-737;5;10;26;28;4;2;75;70;3971;Х;Х;343;12;15;Ц;Ц;Ц;2263;97;2192;94;2192;93,99656947;257;142,5;14;98;10;13;19;19;Ц;Ц;24;4;2;18;813;978;9;179;790;5964;Х;Х;Х;5;5;Ц;5;0;0;0;0;Х;4;4;1179;40737,623;34552,69126;5985,995;5077,179813;1200;518,3585313;32311;26925,83333;1600,496;68,263;111,705;342,441;1073,867;399,9941404;300;299,9993114;681,93268;318,8632297;736,6812953;332,8504474;371,5731968
2060;9778123;123;;Buxheim;10,2328;65,89;16,42;72,05;105,5;98,51;355,34;310,28;39,02;13,52;281,86;2649;3071;3160;1602;19,29029823;2,898078802;258,9442815;308,8954057;169;274;108;264;145;760;703;737;30;20;50;54;-34;266;248;216;221;27;152;127;91;1;111;8;Ц;Ц;Ц;1;412;36;Ц;Ц;758;462;296;123;Х;430;99;Х;216;666;87,86279683;1150;1059;92,08695652;-393;0;4;2;4;1;0;11;11;Х;Х;Х;Ц;22;28;3;383;12527;3131;99,3;3047;96,6;3047;96,63812242;Ц;142,2;3;19;12;43;18;15;3;Ц;22;2;4;16;990;1365;92;355;918;7269;Х;Х;Х;25;19;6;32;1;112;107;84;14;22;40;1533;84194,214;54921,20939;17847,706;11642,3392;1624;520,0128082;51826;31912,56158;3786,94;11,166;365,027;1177,854;2226,89;320,0343938;309,9990658;329,9996887;1197,640734;681,5151803;1288,970904;75,8798229;153,1401752
2061;9778127;127;766;Dirlewang, M;23,2526;48,24;16,46;8,25;88,41;88,41;1442,97;621,52;9,89;28,06;203,46;1762;2064;2156;1108;22,36095346;4,457364341;75,78494624;92,7311828;159;195;66;169;135;563;479;390;26;28;16;20;8;79;118;101;82;36;120;111;76;1;171;10;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;282;146;136;31;4;117;73;20;68;188;66,66666667;898;804;89,53229399;-616;2;3;13;15;6;2;41;39;2770;1462;Ц;Ц;14;11;Ц;Ц;Ц;2081;98,3;2053;97;2053;97,02268431;868;141,8;7;101;5;13;9;8;1;Ц;26;9;8;9;695;935;30;210;695;5324;Ц;Ц;Ц;5;4;1;4;0;0;0;0;Ц;Х;7;1088;41294,748;37954,73162;6589,607;6056,624081;1128;539,4548063;33409;29617,9078;1797,158;31,235;140,153;464,948;1156,597;330,0052826;329,9969391;300,0005053;840,9723912;439,5400094;920,5081891;227,258774;221,8902326
2062;9778130;130;758;Egg a.d.Gьnz;20,7087;33,7;3,24;4,63;70,01;70,01;1286,31;568,58;25,44;19,06;150,36;938;1149;1139;591;21,42857143;-0,870322019;45,29212941;54,99758571;67;108;44;100;55;277;273;215;9;9;11;9;0;46;72;110;74;-2;55;48;32;1;97;7;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;188;118;70;8;11;141;Х;9;Х;143;76,06382979;456;411;90,13157895;-268;0;0;3;12;12;0;27;27;3113;Х;Х;Х;3;7;2;Х;Х;1169;100;1146;98;1146;98,03250642;Ц;142,6;1;Х;10;10;10;10;Ц;Ц;10;-1;3;8;393;499;11;91;397;3007;Ц;Ц;Ц;3;1;2;1;0;0;0;0;Ц;Х;Х;548;21799,07;39779,32482;3555,327;6487,822993;554;486,3915716;17283;31196,7509;1310,032;33,242;89,871;525,123;657,431;349,9894715;319,9964394;310,0003308;1160,34721;927,3799823;1310,848539;359,6386182;201,7508772
2063;9778134;134;760;Eppishausen;39,4552;53,18;13,41;4,48;147,3;147,3;2092,77;1460,27;22,41;35,21;280,01;1816;1781;1838;941;1,211453744;3,200449186;46,02128738;46,57881399;102;156;49;161;121;458;441;350;19;17;16;14;3;88;129;98;125;4;68;58;43;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;332;260;72;67;12;242;Х;Х;Х;210;63,25301205;834;712;85,37170264;-502;5;9;17;14;9;2;56;51;2915;1300;Х;Х;19;18;1;Х;Х;1838;99,8;1576;85,6;1576;85,55917481;52;130,8;6;92;11;11;4;3;Ц;1;7;Ц;1;6;667;789;10;159;620;4909;Х;Х;Х;4;3;1;3;0;0;0;0;Х;Х;7;940;35772,548;38055,90213;6245,478;6644,125532;959;525,1916758;27606;28786,23566;1587,362;62,181;136,144;405,974;980,143;450;380,0039077;300,000545;857,1069114;472,224622;923,4163067;313,362851;216,5911543
2064;9778136;136;762;Erkheim, M;32,1609;88,91;53,03;12,11;166,88;166,88;1984,11;752,39;25,21;48,14;379,62;2560;2916;3025;1523;18,1640625;3,737997257;79,60199005;94,06094527;144;246;120;308;175;734;734;564;34;22;19;27;-5;194;169;150;169;0;137;88;70;2;229;15;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;1203;782;421;76;Х;828;Х;77;75;894;74,31421446;1391;1082;77,78576564;-188;1;7;12;13;9;5;47;46;3115;1490;Х;Х;19;25;4;132;3390;2930;97,8;2821;94,2;2821;94,1588785;242;142,7;9;551;23;44;7;6;Ц;1;14;2;6;6;977;1373;69;388;916;7603;Х;Х;Х;21;16;5;29;0;0;0;0;4;9;8;1569;58604,01;37351,18547;9270,456;5908,512428;1642;557,3659199;48132;29313,03289;3515,22;44,336;403,338;1245,127;1815,659;345,0003891;329,9990182;324,9999514;1155,182386;804,0647387;1260,572133;57,93098916;64,08306295
2065;9778137;137;;Ettringen;41,5004;101,94;61,72;6,32;156,22;148,3;2537,03;1101,58;39,7;36,84;390,23;2993;3211;3405;1747;13,76545272;6,041731548;72,12048193;82,04819277;207;284;108;274;231;920;802;579;27;39;25;20;19;307;263;300;264;-1;116;116;87;2;237;13;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;818;612;206;84;30;579;76;39;94;549;67,11491443;1456;1187;81,52472527;-638;7;10;19;24;8;3;71;64;3951;1938;2722;320;23;22;3;404;Х;3395;100;3363;99,1;3363;99,05743741;118;140,8;10;73;9;23;12;11;Ц;1;17;1;4;12;1087;1456;50;360;1046;8248;Х;Х;Х;11;8;3;9;0;0;0;0;4;8;10;1707;57179,075;33496,82191;8262,675;4840,465729;1765;524,3612597;49107;27822,66289;3069,203;53,566;432,555;648,876;1926,041;330,0024643;330,0006866;319,999549;897,4277778;457,7447368;961,6894737;207,4409357;242,2733138
2066;9778139;139;761;Fellheim;5,0679;25,21;10,04;3,32;33,84;30,37;271,02;105,74;25,64;9,24;85,01;772;1080;1140;561;47,66839378;5,555555556;152,2682446;224,852071;51;94;44;97;71;278;267;238;6;11;21;32;-21;117;128;80;108;20;67;41;27;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;Ц;227;118;109;31;Ц;64;Х;Х;Х;175;77,09251101;471;419;88,9596603;-244;0;2;3;0;2;0;7;7;419;229;Ц;Ц;6;8;Ц;Ц;Ц;1131;100;1107;97,9;1107;97,87798408;61;142,5;2;Х;5;6;5;4;Ц;1;14;4;5;5;334;460;19;138;303;2492;Ц;Ц;Ц;8;5;3;5;1;80;78;72;10;13;19;588;20324;34564,62585;3169,98;5391,122449;622;553,873553;17464;28077,17042;1044,377;6,842;117,695;344,505;573,597;310,0135931;275,0011683;295,0000324;932,4794643;671,4035714;1084,983036;260,6285714;272,1283608
